gpu_id,cmd_index,total_cmds,return_code,elapsed_sec,started_at,dry_run,log_path,command
1,29,40,0,190.871,2026-03-18 15:46:05,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_029.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,30,40,0,305.253,2026-03-18 15:49:16,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_030.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,31,40,0,193.6,2026-03-18 15:54:21,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_031.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,32,40,0,195.432,2026-03-18 15:57:35,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_032.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,33,40,0,139.686,2026-03-18 16:00:50,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_033.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,34,40,0,149.865,2026-03-18 16:03:10,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_034.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,35,40,0,146.488,2026-03-18 16:05:40,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_035.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,36,40,0,198.135,2026-03-18 16:08:06,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_036.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,37,40,0,194.293,2026-03-18 16:11:24,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_037.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,38,40,0,195.43,2026-03-18 16:14:39,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_038.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,39,40,0,194.901,2026-03-18 16:17:54,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_039.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,40,40,0,183.793,2026-03-18 16:21:09,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_040.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,1,40,0,273.786,2026-03-18 14:01:55,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_001.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
2,2,40,0,260.865,2026-03-18 14:06:29,0,logs/multi_gpu_queue/20260318_140155/gpu_2/cmd_002.log,python train_hybrid.py --data_name pushpins --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
